bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,fips,lotsizesquarefeet
5.0,6.0,6489.0,8823765.0,1937.0,6037.0,94811.0
3.0,2.0,1528.0,189269.0,1952.0,6037.0,21989.0
6.0,4.5,4103.0,939970.0,,6111.0,15888.0
4.0,2.0,1871.0,83088.0,1964.0,6059.0,8214.0
2.0,1.0,1368.0,780000.0,1928.0,6037.0,6998.0
4.0,1.5,1187.0,230423.0,1959.0,6059.0,6000.0
4.0,3.0,2756.0,294200.0,2004.0,6037.0,7902.0
3.0,3.0,1436.0,113857.0,1951.0,6037.0,10183.0
2.0,1.0,777.0,558278.0,1950.0,6037.0,12491.0
2.0,1.0,816.0,294405.0,1930.0,6037.0,5743.0
4.0,3.0,2381.0,477583.0,2000.0,6059.0,6447.0
3.0,3.0,2166.0,353582.0,1999.0,6111.0,6160.0
3.0,2.0,1754.0,413803.0,1956.0,6037.0,7953.0
2.0,1.0,768.0,155975.0,1923.0,6037.0,2535.0
4.0,2.5,1914.0,272433.0,1993.0,6059.0,3900.0
3.0,1.0,948.0,149573.0,1953.0,6037.0,6003.0
4.0,3.0,2235.0,87979.0,1964.0,6059.0,7722.0
4.0,3.0,2239.0,487735.0,1990.0,6037.0,6312.0
3.0,3.0,2639.0,497915.0,1990.0,6059.0,4500.0
4.0,2.0,1736.0,98240.0,1972.0,6059.0,8050.0
3.0,2.0,1266.0,80420.0,1955.0,6059.0,7271.0
3.0,2.0,1685.0,58154.0,1962.0,6111.0,8000.0
4.0,2.0,1230.0,215743.0,1955.0,6037.0,6639.0
3.0,1.5,1139.0,53086.0,1954.0,6059.0,7600.0
2.0,1.0,1176.0,1054771.0,1941.0,6037.0,72360.0
6.0,3.5,3443.0,1029207.0,1979.0,6059.0,14850.0
4.0,2.0,1368.0,503233.0,1964.0,6059.0,6480.0
6.0,5.0,5206.0,5670132.0,1952.0,6037.0,30170.0
3.0,1.0,1109.0,813545.0,1945.0,6037.0,6442.0
3.0,2.0,2089.0,151353.0,1953.0,6037.0,21019.0
3.0,2.5,2032.0,818291.0,1992.0,6059.0,6000.0
3.0,2.0,1087.0,239766.0,1971.0,6037.0,10982.0
4.0,3.0,2570.0,768738.0,1981.0,6059.0,8450.0
4.0,2.0,1449.0,523700.0,1978.0,6037.0,6343.0
4.0,3.0,2359.0,369119.0,1987.0,6111.0,7060.0
4.0,2.5,2452.0,887000.0,1990.0,6059.0,20475.0
2.0,1.0,896.0,168136.0,1924.0,6037.0,3596.0
3.0,2.0,1526.0,521000.0,1955.0,6037.0,5660.0
2.0,1.0,1059.0,470988.0,1932.0,6037.0,5567.0
4.0,2.0,2018.0,319103.0,1965.0,6059.0,6528.0
4.0,2.5,2871.0,847791.0,1990.0,6059.0,7800.0
2.0,1.0,1092.0,649757.0,1946.0,6037.0,6001.0
3.0,2.0,1362.0,260930.0,1965.0,6037.0,5146.0
5.0,1.0,2463.0,72223.0,1913.0,6037.0,12385.0
3.0,2.0,1900.0,109514.0,1955.0,6037.0,5940.0
3.0,2.0,2208.0,424336.0,1935.0,6111.0,4792.0
9.0,8.0,8932.0,18812604.0,1929.0,6037.0,38875.0
4.0,2.0,1617.0,815000.0,1963.0,6037.0,8358.0
2.0,1.0,680.0,10504.0,1923.0,6037.0,2167.0
4.0,2.5,2805.0,667500.0,1971.0,6059.0,4200.0
4.0,3.0,2800.0,687000.0,1998.0,6037.0,425517.0
3.0,2.0,2047.0,260951.0,1983.0,6037.0,9061.0
3.0,2.0,2270.0,130220.0,1960.0,6037.0,8104.0
3.0,2.0,1377.0,219723.0,1951.0,6037.0,5830.0
3.0,2.0,1494.0,264234.0,1970.0,6059.0,6000.0
3.0,2.0,1256.0,125261.0,1927.0,6037.0,6521.0
5.0,4.0,3507.0,373091.0,1957.0,6037.0,7403.0
4.0,2.0,1227.0,213630.0,1965.0,6059.0,6014.0
1.0,1.0,832.0,546348.0,1923.0,6037.0,4530.0
3.0,2.0,1454.0,426494.0,1956.0,6037.0,7694.0
2.0,1.0,1064.0,329000.0,1924.0,6037.0,13709.0
3.0,2.0,1521.0,317931.0,1966.0,6059.0,5000.0
4.0,3.0,2078.0,295266.0,1964.0,6037.0,7909.0
4.0,5.0,3667.0,1560153.0,2003.0,6037.0,4809.0
5.0,4.5,3877.0,857319.0,2006.0,6059.0,7202.0
5.0,5.5,2910.0,958190.0,2010.0,6059.0,4868.0
3.0,3.0,2432.0,610228.0,1970.0,6037.0,11217.0
2.0,2.0,1533.0,812200.0,1940.0,6037.0,6750.0
4.0,4.0,4138.0,1379880.0,1990.0,6037.0,21379.0
5.0,4.5,3955.0,1147000.0,2002.0,6111.0,18564.0
3.0,2.0,1735.0,214353.0,1989.0,6037.0,6629.0
4.0,4.0,3656.0,1240655.0,1989.0,6037.0,7636.0
3.0,4.0,2188.0,1634212.0,1957.0,6037.0,4992.0
4.0,3.0,2011.0,710675.0,1994.0,6059.0,5000.0
5.0,5.0,4658.0,1278338.0,1986.0,6037.0,17935.0
3.0,2.0,1759.0,138768.0,1989.0,6037.0,7420.0
4.0,4.5,3568.0,746899.0,1991.0,6059.0,5775.0
3.0,2.0,1524.0,1154661.0,1994.0,6059.0,7600.0
5.0,4.0,3633.0,233872.0,1971.0,6037.0,16357.0
4.0,3.0,2048.0,90673.0,1941.0,6037.0,6750.0
5.0,2.0,2141.0,922648.0,1944.0,6037.0,9532.0
4.0,3.0,3451.0,893420.0,2006.0,6111.0,5387.0
3.0,2.0,2116.0,711000.0,1997.0,6111.0,7430.0
3.0,3.0,1386.0,149565.0,1984.0,6037.0,6986.0
4.0,3.0,3385.0,841902.0,1986.0,6037.0,7409.0
3.0,2.0,1371.0,205000.0,1990.0,6037.0,8351.0
3.0,1.0,1224.0,54009.0,1953.0,6037.0,13332.0
2.0,2.0,1892.0,517888.0,1984.0,6059.0,9211.0
2.0,2.0,1148.0,71569.0,1948.0,6037.0,5546.0
2.0,2.0,952.0,215180.0,1984.0,6111.0,4260.0
6.0,8.0,13598.0,5848796.0,2010.0,6037.0,154787.0
3.0,3.0,1403.0,199290.0,1939.0,6037.0,5014.0
5.0,4.0,3788.0,1457762.0,1971.0,6037.0,17702.0
3.0,3.0,2608.0,916819.0,1938.0,6037.0,8688.0
2.0,1.0,942.0,130532.0,1929.0,6037.0,3493.0
4.0,2.5,2180.0,515863.0,1966.0,6111.0,7000.0
2.0,3.0,1520.0,772097.0,2014.0,6037.0,
3.0,2.0,1742.0,238852.0,1964.0,6111.0,7350.0
5.0,1.0,2470.0,57935.0,1907.0,6037.0,4876.0
4.0,6.0,4228.0,784331.0,1956.0,6037.0,20638.0
2.0,1.0,907.0,670949.0,1925.0,6037.0,3199.0
3.0,1.0,940.0,329955.0,1958.0,6037.0,5953.0
3.0,2.0,1671.0,111425.0,1952.0,6037.0,10616.0
3.0,1.5,1100.0,280163.0,1964.0,6059.0,770.0
4.0,3.0,2427.0,168547.0,1972.0,6037.0,8887.0
3.0,2.5,2133.0,810000.0,1977.0,6059.0,5782.0
3.0,1.0,984.0,164387.0,1940.0,6037.0,5337.0
3.0,2.0,1525.0,416000.0,1947.0,6037.0,9459.0
1.0,1.0,772.0,106346.0,1940.0,6037.0,7141.0
4.0,3.0,2476.0,1035457.0,2005.0,6059.0,6750.0
3.0,2.0,1629.0,69687.0,1959.0,6059.0,8800.0
4.0,2.5,3241.0,1116775.0,1974.0,6059.0,18300.0
2.0,1.0,876.0,238000.0,1940.0,6111.0,4360.0
2.0,1.0,876.0,238000.0,1940.0,6111.0,4360.0
3.0,2.0,1233.0,430000.0,1961.0,6111.0,8900.0
3.0,2.0,1139.0,262134.0,1980.0,6111.0,1742.0
3.0,2.0,1351.0,414356.0,1956.0,6059.0,6509.0
4.0,2.0,1352.0,98346.0,1955.0,6037.0,7498.0
2.0,1.0,1263.0,569542.0,1952.0,6037.0,3162.0
3.0,2.0,1083.0,405945.0,1962.0,6037.0,3002.0
4.0,2.0,1848.0,59967.0,1950.0,6059.0,16500.0
4.0,4.5,2917.0,742895.0,1990.0,6111.0,9029.0
1.0,1.0,780.0,257000.0,1953.0,6037.0,5085.0
3.0,2.0,1250.0,570879.0,1953.0,6037.0,8398.0
3.0,2.0,1678.0,497000.0,1955.0,6037.0,8535.0
3.0,2.0,1405.0,109712.0,1950.0,6037.0,8185.0
3.0,2.5,1935.0,133903.0,1972.0,6059.0,6300.0
3.0,3.0,2342.0,1321147.0,1981.0,6059.0,2250.0
3.0,2.5,1923.0,759000.0,1995.0,6059.0,5600.0
3.0,2.0,1558.0,515000.0,1969.0,6111.0,6565.0
4.0,3.0,2261.0,572571.0,1963.0,6037.0,15040.0
4.0,3.0,2162.0,297165.0,1964.0,6037.0,13812.0
3.0,1.0,1043.0,280862.0,1925.0,6059.0,3418.0
3.0,2.0,1600.0,83619.0,1961.0,6037.0,11192.0
4.0,2.0,1424.0,318180.0,1964.0,6111.0,7209.0
4.0,2.5,2070.0,350028.0,1968.0,6111.0,6942.0
3.0,2.0,1460.0,136294.0,1986.0,6037.0,7019.0
5.0,2.0,1218.0,251243.0,1949.0,6037.0,7052.0
4.0,2.5,2240.0,708764.0,1977.0,6059.0,7500.0
3.0,1.0,964.0,649759.0,1926.0,6037.0,3194.0
3.0,2.0,1514.0,169741.0,1968.0,6059.0,5200.0
3.0,3.0,2544.0,228849.0,2005.0,6037.0,5975.0
2.0,1.0,924.0,38161.0,1964.0,6059.0,1980.0
3.0,2.0,2013.0,453528.0,1940.0,6037.0,7698.0
3.0,2.0,1432.0,47586.0,1950.0,6037.0,9336.0
4.0,3.0,2531.0,408352.0,1996.0,6111.0,5752.0
3.0,1.0,1163.0,41786.0,1941.0,6037.0,5479.0
2.0,1.0,720.0,119697.0,1953.0,6037.0,6290.0
5.0,3.0,2544.0,281739.0,2006.0,6037.0,6111.0
4.0,3.0,2734.0,496455.0,2014.0,6111.0,7480.0
4.0,3.0,2339.0,1013512.0,2006.0,6059.0,3666.0
5.0,2.0,1959.0,551949.0,1931.0,6037.0,6441.0
3.0,1.0,1825.0,370793.0,1951.0,6037.0,7081.0
5.0,6.5,7396.0,1932153.0,2001.0,6111.0,73181.0
5.0,6.5,8205.0,4450000.0,1986.0,6059.0,22100.0
3.0,1.0,1144.0,265988.0,1922.0,6059.0,2649.0
3.0,2.0,1758.0,140998.0,1952.0,6037.0,10192.0
3.0,1.5,1159.0,333002.0,1971.0,6059.0,1410.0
3.0,1.0,988.0,87227.0,1953.0,6037.0,6341.0
4.0,3.0,1996.0,274033.0,1956.0,6037.0,5300.0
3.0,2.0,1215.0,248535.0,1960.0,6037.0,11425.0
3.0,2.0,1560.0,193000.0,1965.0,6037.0,7062.0
4.0,3.0,1806.0,200399.0,1978.0,6037.0,14136.0
3.0,2.0,1220.0,61252.0,1971.0,6037.0,6388.0
4.0,3.0,2606.0,461550.0,1954.0,6037.0,9768.0
3.0,2.0,2259.0,250601.0,1922.0,6037.0,7255.0
5.0,3.0,2259.0,342364.0,1961.0,6037.0,6914.0
3.0,1.0,1044.0,98771.0,1955.0,6111.0,6972.0
5.0,4.0,3748.0,1472095.0,1887.0,6037.0,20185.0
4.0,2.5,2405.0,974640.0,1987.0,6059.0,5000.0
3.0,3.0,2857.0,628904.0,1996.0,6059.0,12750.0
3.0,3.0,2620.0,494762.0,1979.0,6037.0,7086.0
2.0,1.0,1229.0,277029.0,1940.0,6037.0,6222.0
5.0,3.0,2272.0,594539.0,2003.0,6059.0,2998.0
4.0,3.0,2860.0,535012.0,1989.0,6059.0,10800.0
5.0,3.0,2130.0,502548.0,1957.0,6037.0,5754.0
4.0,3.0,1715.0,194580.0,1978.0,6037.0,5055.0
2.0,2.0,883.0,21071.0,1923.0,6037.0,5100.0
4.0,2.0,1828.0,711000.0,1974.0,6059.0,12000.0
4.0,2.0,1540.0,90662.0,1972.0,6059.0,4752.0
4.0,3.0,2124.0,384643.0,1955.0,6037.0,5334.0
4.0,3.0,1752.0,472090.0,1980.0,6037.0,5113.0
4.0,3.0,3046.0,782039.0,1966.0,6037.0,23417.0
2.0,1.0,1149.0,469391.0,1922.0,6037.0,4288.0
4.0,3.0,2200.0,324153.0,1988.0,6037.0,6533.0
5.0,2.0,2935.0,1352821.0,1968.0,6111.0,11187.0
2.0,1.0,1128.0,43854.0,1950.0,6037.0,5961.0
4.0,2.0,2476.0,156517.0,1970.0,6059.0,18975.0
3.0,1.0,960.0,33498.0,1923.0,6037.0,3945.0
2.0,1.0,1224.0,840000.0,1928.0,6037.0,5000.0
3.0,2.0,2145.0,127320.0,1942.0,6037.0,9552.0
4.0,2.0,2489.0,191117.0,1937.0,6037.0,6425.0
2.0,1.0,1257.0,448000.0,1941.0,6037.0,8994.0
4.0,2.0,1551.0,638001.0,1928.0,6037.0,6431.0
3.0,2.0,1267.0,65176.0,1954.0,6059.0,6750.0
3.0,1.5,1099.0,205730.0,1974.0,6059.0,6460.0
4.0,2.0,2200.0,578266.0,1971.0,6059.0,4940.0
3.0,1.0,1355.0,236885.0,1948.0,6037.0,8233.0
3.0,3.0,2051.0,463069.0,1987.0,6037.0,16993.0
4.0,3.0,2042.0,727006.0,1956.0,6059.0,9520.0
3.0,2.5,1801.0,311209.0,1986.0,6059.0,4950.0
4.0,2.5,2961.0,1078000.0,1985.0,6111.0,91476.0
2.0,1.0,660.0,329000.0,1923.0,6037.0,4010.0
3.0,2.0,1498.0,388324.0,1954.0,6037.0,8678.0
3.0,3.0,1861.0,143010.0,1993.0,6037.0,7278.0
3.0,2.0,1582.0,79891.0,1962.0,6037.0,4657.0
3.0,2.0,1358.0,68088.0,1950.0,6037.0,5882.0
4.0,2.0,1661.0,393501.0,1963.0,6037.0,5861.0
3.0,2.0,1805.0,72443.0,1958.0,6037.0,8451.0
3.0,1.0,929.0,340000.0,1930.0,6111.0,8094.0
3.0,2.0,1625.0,587829.0,1969.0,6059.0,7000.0
4.0,2.0,1437.0,291791.0,1960.0,6037.0,6324.0
4.0,3.0,2081.0,178029.0,1988.0,6037.0,7522.0
4.0,2.5,2180.0,405847.0,1973.0,6059.0,4500.0
2.0,4.0,3998.0,5740519.0,1952.0,6037.0,638766.0
2.0,2.0,1347.0,201415.0,1950.0,6037.0,8521.0
5.0,5.0,4106.0,767480.0,1912.0,6037.0,18407.0
4.0,1.5,1355.0,367034.0,1953.0,6059.0,7365.0
4.0,2.0,1448.0,131156.0,1962.0,6059.0,8220.0
1.0,1.0,617.0,190430.0,1947.0,6037.0,5093.0
3.0,2.0,1337.0,707000.0,1952.0,6037.0,6272.0
3.0,2.0,1237.0,56368.0,1959.0,6059.0,7758.0
2.0,2.0,1534.0,1468000.0,1951.0,6037.0,6384.0
4.0,3.0,2290.0,388380.0,1976.0,6059.0,7680.0
2.0,1.0,1221.0,182078.0,1921.0,6037.0,7031.0
3.0,2.0,1491.0,183904.0,1948.0,6037.0,6000.0
5.0,4.0,4691.0,1062653.0,1983.0,6037.0,211211.0
4.0,3.0,1646.0,546121.0,1964.0,6037.0,16688.0
4.0,3.0,1867.0,287663.0,1970.0,6037.0,6849.0
2.0,1.0,1088.0,56489.0,1952.0,6037.0,6251.0
3.0,1.5,1186.0,183883.0,1953.0,6059.0,6490.0
3.0,2.0,1040.0,319430.0,1961.0,6037.0,11613.0
2.0,1.0,846.0,171198.0,1944.0,6037.0,5649.0
2.0,2.0,1694.0,128774.0,1952.0,6037.0,24056.0
4.0,2.5,1930.0,505408.0,1999.0,6059.0,3781.0
4.0,3.0,2336.0,490680.0,2001.0,6037.0,85804.0
2.0,1.0,1338.0,814837.0,1930.0,6037.0,4977.0
4.0,2.0,1359.0,129164.0,1956.0,6037.0,9672.0
3.0,2.0,1259.0,103583.0,1955.0,6037.0,6011.0
4.0,2.0,1770.0,435025.0,1962.0,6059.0,11100.0
3.0,2.0,1876.0,832061.0,1959.0,6059.0,7665.0
3.0,2.0,1196.0,57217.0,1959.0,6059.0,6874.0
3.0,2.0,1400.0,66841.0,1962.0,6037.0,7212.0
3.0,1.0,1530.0,52235.0,1908.0,6037.0,14450.0
4.0,4.5,3611.0,872168.0,2003.0,6111.0,14714.0
3.0,1.0,1096.0,367000.0,1954.0,6037.0,5919.0
6.0,3.0,2818.0,299036.0,2003.0,6037.0,11091.0
5.0,7.0,8610.0,6154034.0,2000.0,6037.0,77883.0
4.0,2.0,1545.0,695000.0,1971.0,6059.0,5900.0
3.0,2.0,1830.0,74029.0,1969.0,6111.0,4236.0
3.0,2.0,1241.0,249269.0,1959.0,6037.0,5107.0
5.0,5.0,5098.0,1285358.0,1990.0,6037.0,86510.0
4.0,2.0,1969.0,61267.0,1925.0,6059.0,6268.0
4.0,3.0,1844.0,1359777.0,1948.0,6037.0,4204.0
3.0,2.0,1481.0,2040652.0,1953.0,6037.0,10891.0
4.0,5.0,3337.0,979715.0,1996.0,6037.0,6248.0
3.0,3.0,2356.0,397281.0,1966.0,6037.0,5204.0
4.0,3.0,2153.0,140644.0,1968.0,6037.0,5001.0
3.0,2.0,1362.0,98523.0,1956.0,6037.0,8708.0
4.0,3.0,2322.0,1058894.0,1921.0,6037.0,7555.0
4.0,5.0,3555.0,300145.0,1971.0,6037.0,9296.0
4.0,3.0,2700.0,1760407.0,1954.0,6037.0,18070.0
3.0,2.5,1851.0,644944.0,1958.0,6059.0,8100.0
3.0,2.0,2262.0,824240.0,1958.0,6037.0,8294.0
2.0,1.0,996.0,239339.0,1930.0,6037.0,2633.0
3.0,2.5,1804.0,735000.0,1952.0,6059.0,18637.0
3.0,2.0,1774.0,905025.0,1959.0,6037.0,10634.0
4.0,6.0,4232.0,4252598.0,1977.0,6037.0,20566.0
2.0,2.0,1264.0,464663.0,1922.0,6037.0,3992.0
4.0,2.0,1738.0,298124.0,1968.0,6059.0,6000.0
4.0,3.0,2247.0,753000.0,1972.0,6111.0,14183.0
4.0,2.0,1919.0,286663.0,2009.0,6037.0,10508.0
4.0,2.5,1560.0,354054.0,1964.0,6059.0,1320.0
3.0,2.0,1399.0,52341.0,1938.0,6037.0,9506.0
4.0,2.0,2099.0,275398.0,1965.0,6059.0,6000.0
5.0,4.0,3110.0,3146943.0,1946.0,6037.0,7128.0
5.0,4.5,4686.0,1804807.0,1997.0,6059.0,35750.0
2.0,1.0,954.0,453470.0,1911.0,6037.0,7438.0
3.0,2.0,1696.0,741812.0,1948.0,6037.0,9453.0
4.0,3.0,3069.0,690989.0,1995.0,6059.0,8400.0
3.0,1.5,1022.0,474000.0,1958.0,6059.0,7200.0
3.0,2.5,1379.0,487736.0,1984.0,6059.0,4550.0
4.0,3.0,2032.0,492295.0,2004.0,6037.0,3493.0
3.0,2.5,1781.0,70001.0,1955.0,6059.0,10400.0
2.0,1.0,713.0,161253.0,1954.0,6037.0,3255.0
2.0,1.0,1290.0,408345.0,1941.0,6037.0,6216.0
3.0,3.0,2647.0,775855.0,1978.0,6059.0,6300.0
4.0,2.0,2306.0,215000.0,1981.0,6037.0,6722.0
4.0,2.5,3075.0,951279.0,1978.0,6059.0,8800.0
2.0,1.0,984.0,37641.0,1932.0,6037.0,6557.0
6.0,5.0,4263.0,1588854.0,1930.0,6037.0,39593.0
4.0,3.0,2085.0,120885.0,1963.0,6037.0,9786.0
4.0,5.0,3782.0,950932.0,1966.0,6037.0,11999.0
4.0,2.0,1484.0,269751.0,1957.0,6037.0,7409.0
3.0,2.0,1723.0,1461052.0,1947.0,6059.0,5700.0
3.0,2.0,1116.0,541000.0,1949.0,6037.0,5618.0
3.0,3.0,2577.0,832504.0,1971.0,6037.0,39804.0
2.0,3.0,1996.0,140512.0,1966.0,6037.0,12814.0
3.0,2.0,1312.0,409036.0,1973.0,6059.0,2580.0
2.0,1.0,756.0,314000.0,1928.0,6037.0,5115.0
3.0,1.0,1096.0,445000.0,1952.0,6037.0,5286.0
4.0,5.0,5584.0,729715.0,1991.0,6037.0,5379.0
1.0,2.0,850.0,108972.0,1956.0,6037.0,5577.0
4.0,2.0,1479.0,80520.0,1956.0,6037.0,8158.0
3.0,2.0,1917.0,460810.0,1976.0,6037.0,8202.0
3.0,2.0,1483.0,236046.0,1956.0,6037.0,6976.0
4.0,3.0,2359.0,289582.0,1971.0,6111.0,13600.0
4.0,3.0,2130.0,115002.0,1960.0,6059.0,17520.0
5.0,5.0,4969.0,555319.0,1962.0,6037.0,14781.0
2.0,1.0,840.0,45731.0,1947.0,6037.0,5541.0
3.0,1.0,1054.0,372000.0,1951.0,6037.0,5443.0
3.0,3.0,3511.0,169570.0,1973.0,6059.0,7850.0
2.0,1.0,740.0,27699.0,1949.0,6037.0,7594.0
4.0,2.5,2070.0,257606.0,1976.0,6111.0,10783.0
4.0,2.0,1759.0,792603.0,1948.0,6037.0,6050.0
5.0,4.0,2260.0,109724.0,1961.0,6037.0,13749.0
4.0,3.0,1807.0,154389.0,1987.0,6037.0,6468.0
3.0,1.0,1184.0,503247.0,1947.0,6037.0,6249.0
3.0,1.5,1343.0,120058.0,1973.0,6059.0,932.0
3.0,2.0,1138.0,440618.0,1956.0,6037.0,5939.0
3.0,1.0,1338.0,417192.0,1950.0,6037.0,7290.0
3.0,2.0,1233.0,173718.0,1986.0,6037.0,6596.0
5.0,4.5,4672.0,2486000.0,2001.0,6059.0,43560.0
2.0,1.0,808.0,487015.0,1927.0,6037.0,6800.0
4.0,2.0,2121.0,124910.0,1947.0,6037.0,5784.0
4.0,3.0,1942.0,280810.0,1987.0,6037.0,6795.0
2.0,1.0,1115.0,133858.0,1950.0,6037.0,7275.0
3.0,3.0,1971.0,539000.0,1998.0,6037.0,3999.0
3.0,1.0,1312.0,388218.0,1957.0,6037.0,6381.0
2.0,1.0,876.0,333300.0,1952.0,6037.0,5007.0
4.0,2.5,2580.0,1475636.0,1978.0,6059.0,27840.0
3.0,3.0,1642.0,453608.0,1973.0,6059.0,3034.0
3.0,1.0,1082.0,244060.0,1950.0,6037.0,5100.0
4.0,3.0,3500.0,480158.0,1980.0,6059.0,7208.0
2.0,1.0,845.0,250789.0,1940.0,6037.0,4916.0
5.0,3.0,2093.0,130724.0,1969.0,6059.0,4750.0
3.0,2.0,1587.0,99911.0,1955.0,6037.0,5558.0
3.0,1.0,1036.0,220297.0,1961.0,6037.0,4999.0
3.0,2.0,1323.0,456862.0,1957.0,6037.0,6471.0
2.0,2.0,2097.0,84856.0,1941.0,6037.0,9126.0
3.0,2.0,1500.0,96667.0,1960.0,6037.0,11130.0
4.0,3.0,2614.0,598299.0,2000.0,6037.0,12285.0
2.0,2.0,1237.0,456663.0,1985.0,6059.0,4000.0
5.0,3.0,1872.0,90206.0,1971.0,6111.0,5151.0
3.0,2.0,982.0,366100.0,1961.0,6037.0,6060.0
3.0,2.0,1277.0,409851.0,1947.0,6037.0,9592.0
3.0,2.0,1080.0,286796.0,1961.0,6037.0,6583.0
3.0,2.0,1167.0,790000.0,1937.0,6037.0,7616.0
2.0,1.0,922.0,197417.0,1928.0,6037.0,6742.0
1.0,1.0,528.0,243347.0,1940.0,6111.0,4747.0
3.0,2.0,1372.0,752000.0,1958.0,6037.0,7141.0
2.0,3.0,1752.0,2056054.0,1950.0,6059.0,5880.0
2.0,2.0,1098.0,183284.0,1924.0,6037.0,3554.0
2.0,1.0,956.0,236883.0,1953.0,6037.0,5103.0
2.0,1.0,792.0,255800.0,1923.0,6037.0,5400.0
2.0,1.0,920.0,252211.0,1949.0,6037.0,6000.0
3.0,2.0,1925.0,302249.0,1937.0,6037.0,6758.0
2.0,2.0,1160.0,305480.0,1950.0,6037.0,5185.0
3.0,1.0,1134.0,56283.0,1950.0,6037.0,5620.0
3.0,3.5,3100.0,1114087.0,2007.0,6111.0,6000.0
3.0,2.0,1398.0,338000.0,1986.0,6037.0,3364.0
5.0,3.0,3080.0,362435.0,1990.0,6037.0,13174.0
4.0,3.0,1947.0,184179.0,1964.0,6037.0,8061.0
4.0,4.0,2704.0,264074.0,1989.0,6037.0,9624.0
4.0,2.5,1950.0,326338.0,1978.0,6111.0,6000.0
2.0,1.0,697.0,327744.0,1928.0,6111.0,2296.0
3.0,2.0,1079.0,205625.0,1954.0,6037.0,6262.0
3.0,2.0,1578.0,369125.0,1955.0,6037.0,9577.0
4.0,2.0,1340.0,72903.0,1955.0,6059.0,7770.0
3.0,2.0,1925.0,441974.0,1973.0,6037.0,7656.0
3.0,2.0,1583.0,707000.0,1957.0,6059.0,12000.0
5.0,6.0,4152.0,2509359.0,2011.0,6037.0,6600.0
4.0,3.0,2187.0,735000.0,1972.0,6037.0,4939.0
3.0,2.0,1616.0,909186.0,1974.0,6059.0,2500.0
3.0,2.0,1681.0,337694.0,1962.0,6059.0,7560.0
3.0,2.0,1900.0,132841.0,1955.0,6037.0,6113.0
3.0,1.0,1516.0,39709.0,1955.0,6037.0,8724.0
3.0,3.0,1572.0,349512.0,1936.0,6037.0,6555.0
2.0,1.0,756.0,33710.0,1927.0,6037.0,6370.0
5.0,3.0,2164.0,307489.0,1999.0,6037.0,3999.0
5.0,5.0,3814.0,1643584.0,1949.0,6037.0,6256.0
5.0,3.5,3732.0,1007000.0,1998.0,6111.0,17843.0
3.0,3.0,1732.0,171117.0,1984.0,6037.0,6625.0
3.0,2.0,1175.0,226978.0,1958.0,6037.0,7199.0
3.0,2.0,1373.0,65145.0,1957.0,6111.0,7450.0
4.0,4.0,3932.0,2157406.0,1930.0,6037.0,8944.0
5.0,5.0,3264.0,299000.0,2008.0,6037.0,9722.0
4.0,2.0,2037.0,78577.0,1964.0,6059.0,6000.0
2.0,1.0,780.0,410890.0,1914.0,6037.0,2009.0
3.0,2.0,2442.0,159427.0,1952.0,6037.0,13500.0
3.0,2.0,1529.0,91912.0,1989.0,6037.0,7117.0
3.0,2.5,2301.0,644683.0,1980.0,6059.0,5040.0
3.0,2.0,1502.0,381717.0,1977.0,6059.0,3500.0
3.0,2.0,1096.0,248984.0,1954.0,6037.0,5285.0
4.0,3.0,3097.0,515312.0,1980.0,6059.0,4600.0
3.0,1.0,1045.0,18584.0,1895.0,6037.0,4265.0
5.0,2.5,2136.0,102508.0,1925.0,6059.0,6985.0
3.0,2.0,1354.0,133295.0,1985.0,6037.0,7988.0
3.0,2.0,2013.0,158595.0,1930.0,6037.0,8372.0
3.0,2.0,1279.0,275940.0,1944.0,6037.0,6041.0
4.0,2.0,1494.0,250288.0,1955.0,6059.0,6000.0
3.0,2.0,1227.0,139751.0,1992.0,6037.0,6900.0
4.0,2.5,3153.0,867000.0,2005.0,6111.0,11419.0
3.0,2.0,1778.0,190814.0,1990.0,6037.0,11611.0
5.0,3.0,1815.0,505835.0,1955.0,6059.0,6100.0
4.0,3.0,1252.0,344761.0,1912.0,6037.0,1070.0
3.0,3.0,1918.0,485059.0,1939.0,6037.0,7698.0
3.0,3.0,2100.0,945000.0,2007.0,6059.0,10270.0
4.0,2.0,1612.0,382499.0,1962.0,6111.0,8500.0
3.0,2.0,1222.0,184555.0,1963.0,6037.0,5961.0
3.0,2.0,1438.0,119436.0,2003.0,6037.0,6653.0
3.0,2.0,1216.0,54265.0,1955.0,6037.0,6072.0
4.0,3.0,2498.0,434987.0,1987.0,6059.0,22040.0
4.0,2.0,2085.0,434356.0,1980.0,6111.0,10330.0
3.0,1.5,988.0,400000.0,1973.0,6111.0,6637.0
3.0,2.0,1200.0,502000.0,1972.0,6111.0,6685.0
4.0,3.0,2560.0,846600.0,1960.0,6037.0,37668.0
3.0,1.0,1058.0,635546.0,1948.0,6037.0,6504.0
4.0,3.0,2728.0,809000.0,1979.0,6059.0,6875.0
0.0,0.0,660.0,746757.0,1928.0,6037.0,24698.0
4.0,3.0,2139.0,60642.0,1925.0,6037.0,7206.0
2.0,1.0,912.0,36031.0,1911.0,6037.0,5241.0
